pmid,source,relation,target,tier,note
1788205,GTT,Association,disturbed oxygen supply of the heart,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1788205,GTT,Association,myocardial reserve,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1788205,diabetes mellitus,Association,disorder of perfusion,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1788205,noninsulin dependent diabetes,Negative_Correlation,maximum Tl uptake by the myocardium,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
2019226,exercise,Association,NIDDM management,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
2019226,exercise relapse,Positive_Correlation,guilt,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
2019226,exercise,Association,non-insulin-dependent diabetes mellitus (NIDDM),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1595513,insulin,Association,insulin-dependent diabetes mellitus treatment,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
1595513,insulin-sulfonylurea combination therapy,Association,noninsulin-dependent diabetes mellitus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
1595513,intermediate-acting insulin,Cotreatment,regular insulin,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1595513,ultralente insulin,Cotreatment,regular insulin,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1595513,insulin,Cotreatment,sulfonylurea,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1595513,NPH,Negative_Correlation,hyperglycemia,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
1604625,graft pancreatitis,Positive_Correlation,pancreatic fistula,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8405757,Type 1 diabetes mellitus,Negative_Correlation,polyunsaturated fatty acids,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8405757,Type 1 diabetes mellitus,Positive_Correlation,saturated fatty acids,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8405757,n-3 polyunsaturated fatty acids,Negative_Correlation,HbA1c,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8405757,n-3 polyunsaturated fatty acids,Positive_Correlation,Na+-K+ ATPase activity,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8405757,Type 1 (insulin-dependent) diabetic,Negative_Correlation,polyunsaturated fatty acids,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,Type 1 (insulin-dependent) diabetic,Negative_Correlation,docosahexaenoic acid C22:6(n3),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,Type 1 (insulin-dependent) diabetic,Negative_Correlation,arachidonic acid C20:4n6,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,Type 1 (insulin-dependent) diabetic,Positive_Correlation,saturated fatty acids,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,C22:6(n-3),Negative_Correlation,HbA1c,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,C22:6(n-3),Negative_Correlation,fructosamine,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,C22:6(n-3),Positive_Correlation,Na+-K+ ATPase activity,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,total n-3 content,Negative_Correlation,HbA1c,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,total n-3 content,Negative_Correlation,fructosamine,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,total n-3 content,Positive_Correlation,Na+-K+ ATPase activity,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,cell membrane abnormalities,Association,sodium transport systems,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8405757,cell membrane abnormalities,Association,metabolic control,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8012161,type 1 diabetes mellitus,Association,autonomic cardiac neuropathy,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8012161,cardiovascular reflex tests,Association,neuropathy differential diagnosis,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8012161,type 1 (insulin-dependent) diabetics,Association,nerve damage,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
7566857,TDx-FLM level ≥70 mg/g,Negative_Correlation,RDS requiring intubation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
7566857,TDx-FLM assay,Association,delivery timing optimization in diabetic pregnancy,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
7566857,TDx-FLM,Cotreatment,transabdominal amniocentesis,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8731565,Type 2 diabetes,Association,LDL composition alteration,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8731565,oleic-acid-rich diet,Positive_Correlation,glycaemic control,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8731565,low-density lipoprotein (LDL),Association,cholesterol synthesis,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
8781962,type 1 diabetes,Positive_Correlation,anti-AGE antibodies,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8781962,anti-AGE antibodies,Association,long-term diabetic complications pathogenesis,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
8781962,immunoenzyme assay,Association,anti-AGE antibodies detection,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
9300243,diabetic polyneuropathy,Negative_Correlation,muscle volume,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
9300243,muscular atrophy,Positive_Correlation,motor dysfunction,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
9300243,symptomatic neuropathy,Negative_Correlation,Volume of the ankle dorsal and plantar flexors,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
9300243,muscular atrophy,Association,motor weakness,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
9533990,type-1 diabetes mellitus,Association,long-term diabetic complications,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10706327,SBP reduction,Negative_Correlation,stroke,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10706327,SBP reduction,Negative_Correlation,heart failure,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10706327,SBP reduction,Negative_Correlation,cardiovascular disease mortality,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10706327,NIDDM,Association,hypertension,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10706327,Systolic blood pressure (SBP),Comparison,diastolic blood pressure (DBP),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10706327,Systolic blood pressure (SBP),Positive_Correlation,morbidity,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10706327,Systolic blood pressure (SBP),Positive_Correlation,mortality,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10706327,Systolic blood pressure (SBP),Positive_Correlation,stroke,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10706327,Systolic blood pressure (SBP),Positive_Correlation,heart failure,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10706327,antihypertensive drugs,Negative_Correlation,Systolic blood pressure (SBP),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10829521,advanced chronic pancreatitis,Positive_Correlation,fat malabsorption,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10829521,advanced chronic pancreatitis,Positive_Correlation,protein malabsorption,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10829521,pancreatic extracts,Association,malabsorption treatment,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10829521,insulin,Association,diabetes treatment,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10829521,chronic pancreatitis-related diabetes,Negative_Correlation,diabetic ketoacidosis incidence,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10829521,medical therapy,Negative_Correlation,Pain,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10829521,chronic pancreatitis,Association,Malabsorption of fat and protein,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10829521,pancreatic extracts,Cotreatment,insulin,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
10905497,type 1 diabetes,Positive_Correlation,whole-body nitric oxide synthesis,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10905497,type 1 diabetes,Association,microvascular disease,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10905497,isoprostane,Positive_Correlation,lipid peroxidation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10905497,reactive oxygen species,Negative_Correlation,nitric oxide activity,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
10905497,type 1 diabetes,Positive_Correlation,NO synthesis,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11323502,hemolytic-uremic syndrome,Positive_Correlation,renal failure,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11323502,renal failure,Negative_Correlation,pancreatic function,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11323502,ostomy amylase,Association,pancreatic function,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11323502,Simultaneous pancreas and kidney transplantation,Cotreatment,venting jejunostomy (VJ),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11323502,portal-enteric (PE) pancreas and kidney transplantation,Comparison,bladder drainage,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Association,GAD antibody,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Association,type 1 diabetes HLA risk alleles,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Association,MODY gene mutations,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Association,A3243G mitochondrial DNA mutation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 1p locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 3p locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 7q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 11q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 18q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 20q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 21q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 16q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,early-onset diabetes,Positive_Correlation,chromosome 5q locus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
11978663,chromosome 1p,Association,early-onset diabetes (EOD),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11978663,D1S438,Association,early-onset diabetes (EOD),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11978663,D16S419,Association,early-onset diabetes (EOD),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11978663,HLA risk alleles,Association,early-onset diabetes (EOD),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
11978663,GAD antibody,Association,early-onset diabetes (EOD),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
12401723,type 1 diabetes,Association,autonomic neuropathy,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
12401723,diabetic autonomic neuropathy,Negative_Correlation,blood pressure response to vasodilatation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
12401723,Dipyridamole,Negative_Correlation,blood pressure,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
12401723,blood pressure,Association,myocardial perfusion reserve,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
12820687,type 1 diabetes,Negative_Correlation,beta cell mass,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
12820687,oxidative PEC proportion,Negative_Correlation,insulitis severity,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
12820687,oxidative PEC proportion,Association,type 1 diabetes disease activity,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
12820687,beta cell mass reduction,Association,late prediabetic stage,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
12820687,oxidative peritoneal exudate cells (PEC),Negative_Correlation,insulitis,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
20086468,exercise,Association,type 1 diabetes mellitus management,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
20086468,exercise,Association,diabetic complication risk modulation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,type 2 diabetes mellitus,Positive_Correlation,hyperglycemia,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,sulfonylureas,Positive_Correlation,fasting glucose control,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,metformin,Positive_Correlation,fasting glucose control,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,basal insulin therapy,Positive_Correlation,glycemic control,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,insulin glargine,Association,basal insulin therapy,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,HbA1c elevation,Positive_Correlation,glycemic control loss,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,endogenous insulin decline,Positive_Correlation,postprandial hyperglycemia,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15013454,sulfonylureas,Cotreatment,metformin,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15013454,sulfonylureas,Negative_Correlation,hyperglycemia,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15013454,metformin,Negative_Correlation,hyperglycemia,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15013454,basal insulin,Cotreatment,oral agents,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15013454,basal insulin,Comparison,shorter-acting insulins,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15013454,basal insulin,Negative_Correlation,weight gain,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15114267,type 1 diabetes mellitus,Association,acute diabetic complications,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15114267,HbA1c,Positive_Correlation,microvascular complications,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15114267,hypertension,Positive_Correlation,microvascular complications,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
15114267,microvascular complications,Association,HbA1c,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
15114267,microvascular complications,Association,hypertension,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
16005542,C-peptide,Negative_Correlation,sympathetic nerve activity,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
16005542,C-peptide,Positive_Correlation,vagus nerve activity,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
16005542,C-peptide,Association,cardiac autonomic nerve function improvement in type 1 diabetes,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
16005542,C-peptide,Positive_Correlation,electrophysiological activity of the vagus nerves,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
16005542,atropine,Negative_Correlation,gastric acid secretion,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17060846,diabetes mellitus,Negative_Correlation,quality of life,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17060846,diabetes mellitus,Negative_Correlation,lifespan,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17121768,type 1 diabetes,Positive_Correlation,elevated ALT,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17121768,type 2 diabetes,Positive_Correlation,elevated ALT,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17121768,body mass index,Positive_Correlation,elevated ALT in type 2 diabetes,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17121768,insulin,Negative_Correlation,elevated ALT in type 2 diabetes,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17121768,serum alanine transaminase (ALT),Association,mortality from liver disease,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17121768,type 1 diabetes,Positive_Correlation,serum alanine transaminase (ALT),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17121768,type 2 diabetes,Positive_Correlation,serum alanine transaminase (ALT),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17121768,body mass index,Positive_Correlation,serum alanine transaminase (ALT),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17121768,insulin,Negative_Correlation,serum alanine transaminase (ALT),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17365945,Type 1 diabetes,Association,pancreas transplantation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17365945,pancreas allograft,Association,occult donor malignant tumor,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17365945,organ transplantation,Positive_Correlation,tumor transmission,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17365945,occult primary tumor,Positive_Correlation,tumor transmission,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17365945,tumor transmission,Positive_Correlation,metastatic disease,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17365945,pancreas allograft,Association,malignant undifferentiated tumor,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,type 1 diabetes mellitus,Association,hypo/hyperglycemia risk,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,type 2 diabetes mellitus,Association,lower exercise metabolic risk,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,sulfonylurea drugs,Negative_Correlation,hepatic glucose production,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,prolonged moderate exercise,Negative_Correlation,postprandial glucose elevation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,prolonged moderate exercise,Negative_Correlation,postprandial insulin elevation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,prolonged moderate exercise,Negative_Correlation,postprandial triglyceride elevation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,total energy expenditure,Positive_Correlation,exercise-induced glucose homeostasis changes,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
17510698,Sulfonylurea drugs,Positive_Correlation,insulin secretion,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,insulin secretion,Negative_Correlation,hepatic glucose production,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,brief vigourous exercise,Positive_Correlation,plasma glucose,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,brief vigourous exercise,Positive_Correlation,counterregulatory hormone response,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,brief vigourous exercise,Positive_Correlation,glucose production,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,intermittent high-intensity exercise,Negative_Correlation,glucose,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,intermittent high-intensity exercise,Negative_Correlation,C-peptide,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
17510698,prolonged moderate exercise,Negative_Correlation,triglycerides,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
18064633,MIF,Positive_Correlation,type 1 diabetes progression,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
18064633,MIF deficiency,Negative_Correlation,insulitis,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
18064633,MIF deficiency,Positive_Correlation,protective type 2/3 immune deviation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
18064633,MIF deficiency,Negative_Correlation,immunoinflammatory diabetes,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
18064633,IL-12,Association,immunoinflammatory diabetes,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
18064633,IL-23,Association,immunoinflammatory diabetes,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
28615632,miR-10b,Positive_Correlation,diabetic corneal alterations,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
28615632,miR-10b,Positive_Correlation,limbal epithelial stem cell maintenance,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
28615632,type 1 diabetes,Positive_Correlation,miR-10b upregulation in limbus,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
28615632,microRNAs (miRNAs),Association,gene expression,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
28615632,diabetes mellitus,Positive_Correlation,miR-10b,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
28615632,type 1 diabetes mellitus (T1DM/IDDM),Comparison,type 2 diabetes mellitus (T2DM/NIDDM),Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
28615632,miR-10b,Positive_Correlation,Ki-67,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
28615632,small non-coding RNAs,Association,gene expression,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
28615632,type 1 diabetes mellitus (T1DM/IDDM),Association,differential miRNA signatures,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,12-LOX,Positive_Correlation,islet inflammation,Tier3_single_yuqi,only one annotator captured this; accepted pending spot-check
34128835,macrophages,Association,early islet inflammation,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,12-lipoxygenase (12-LOX),Positive_Correlation,formation of proinflammatory eicosanoids,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,macrophages,Positive_Correlation,loss of β cells,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,loss of β cells,Association,hyperglycemia,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,depletion or inhibition of 12-LOX,Negative_Correlation,proinflammatory macrophages,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,depletion or inhibition of 12-LOX,Negative_Correlation,T cell response,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,myeloid cell migration,Association,immune surveillance,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,myeloid cell migration,Association,tissue injury responses,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,transgenic expression of the gene encoding CXCR3,Positive_Correlation,myeloid cell migration,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
34128835,12-lipoxygenase (12-LOX),Positive_Correlation,prodiabetogenic phenotype,Tier3_single_yuefei,only one annotator captured this; accepted pending spot-check
